Q1-State,Q2-County,Q3-2017,Q4-2018,Q5-2019,Q6-2020
Louisiana,St. Mary,2158953,2200061,2229956,2046665
Louisiana,St. Tammany,10775262,10955637,11296810,10964414
Louisiana,Tangipahoa,3806351,3814912,3938183,4016999
Louisiana,Tensas,144157,136621,144208,122088
Louisiana,Terrebonne,4981564,5136582,5069581,4578577
Louisiana,Union,481421,479072,461788,420495
Louisiana,Vermilion,1551509,1572909,1518462,1434589
Louisiana,Vernon,1865315,1817486,1858450,1822304
Louisiana,Washington,1042975,1052789,1042533,1012217
Louisiana,Webster,1072175,1093433,1079908,1037592
Louisiana,West Baton Rouge,2140107,2091907,2223692,2197706
Louisiana,West Carroll,212818,225045,181096,189738
Louisiana,West Feliciana,787757,810464,882302,920635
Louisiana,Winn,423833,437880,424728,399420
Maine,Androscoggin,4096528,4245859,4336828,4305584
Maine,Aroostook,2296818,2346365,2328600,2360223
Maine,Cumberland,19165743,19822296,20335255,20215058
Maine,Franklin,937466,963345,986397,947437
Maine,Hancock,2159219,2175791,2261302,2202627
Maine,Kennebec,4960714,5098090,5210153,5196253
Maine,Knox,1584566,1581335,1661849,1616857
Maine,Lincoln,1027592,1048044,1085513,1055438
Maine,Oxford,1509247,1555846,1537957,1508900
Maine,Penobscot,5775454,5894779,6021508,5926747
Maine,Piscataquis,485239,506828,507211,501391
Maine,Sagadahoc,1664625,1621450,1563075,1365147
Maine,Somerset,1573677,1555681,1532489,1546075
Maine,Waldo,1197458,1168742,1235893,1241039
Maine,Washington,948536,956522,999112,1029367
Maine,York,7279702,7640798,7832355,7744082
Maryland,Allegany,2722336,2718928,2701011,2609214
Maryland,Anne Arundel,46294870,46753558,47036809,44922819
Maryland,Baltimore,48857634,50199904,51496525,47546919
Maryland,Calvert,4814390,4126417,4104267,4116429
Maryland,Caroline,1292229,1244212,1146764,1040641
Maryland,Carroll,5843140,5754185,5809225,5574693
Maryland,Cecil,4072561,4431565,4397763,4386408
Maryland,Charles,5699144,5429136,5393681,5230001
Maryland,Dorchester,1219400,1172737,1192798,1175636
Maryland,Frederick,12156694,12447559,12654015,12237426
Maryland,Garrett,1157969,1175867,1180073,1141970
Maryland,Harford,11797137,11907795,12157167,11992841
Maryland,Howard,24326144,24805024,25375945,24560917
Maryland,Kent,890138,854092,870799,820422
Maryland,Montgomery,86941981,85873309,84245073,81242111
Maryland,Prince George's,40589999,41606626,42021090,39905568
Maryland,Queen Anne's,1704371,1690498,1711130,1600285
Maryland,St. Mary's,6675907,6775680,6902651,7043846
Maryland,Somerset,872960,862974,787539,739593
Maryland,Talbot,1945992,1928638,1877804,1694222
Maryland,Washington,6488648,6510104,6491328,6118736
Maryland,Wicomico,4738881,4704077,4665436,4489511
Maryland,Worcester,2617588,2620987,2539432,2273029
Maryland,Baltimore City,42972698,43063264,42861684,40612851
Massachusetts,Barnstable,11514950,11777658,12120706,11278337
Massachusetts,Berkshire,6350550,6455126,6310394,5903065
Massachusetts,Bristol,23630871,23846410,24369699,23284414
Massachusetts,Dukes,1389516,1452448,1430082,1315563
Massachusetts,Essex,40584411,41946907,42568760,40506440
Massachusetts,Franklin,2761060,2803987,2829006,2699832
Massachusetts,Hampden,20218987,20358474,20619111,19664592
Massachusetts,Hampshire,6975673,7033444,7135235,6598093
Massachusetts,Middlesex,148868352,157570153,163832374,160961586
Massachusetts,Nantucket,1230542,1325827,1341023,1207111
Massachusetts,Norfolk,48048479,49153764,49858603,47168994
Massachusetts,Plymouth,22966794,23874731,23945878,22337343
Massachusetts,Suffolk,110675140,115432014,121032551,116615766
Massachusetts,Worcester,39122355,39918939,40294714,39168305
Michigan,Alcona,202633,207030,203951,197202
Michigan,Alger,219908,222063,222713,236914
Michigan,Allegan,3905280,4225600,4076546,4033931
Michigan,Alpena,981352,974225,976469,944360
Michigan,Antrim,568785,540554,549958,539181
Michigan,Arenac,394765,411562,407884,390379
Michigan,Baraga,224312,224631,246496,243725
Michigan,Barry,1411885,1448677,1491876,1459336
Michigan,Bay,3278728,3323459,3240660,3217281
Michigan,Benzie,462924,484250,477431,475747
Michigan,Berrien,7095577,6998979,6832030,6896322
Michigan,Branch,1222564,1259021,1329477,1326665
Michigan,Calhoun,5803726,5862167,5845846,5700101
Michigan,Cass,969588,1015314,1036008,999967
Michigan,Charlevoix,1106313,1140329,1102908,1037057
Michigan,Cheboygan,581236,594224,573688,535519
Michigan,Chippewa,1021842,1025134,1018456,994850
Michigan,Clare,919553,1063955,980822,994527
Michigan,Clinton,2008719,2032690,1985877,1975557
Michigan,Crawford,369971,387676,389840,368441
Michigan,Delta,1116550,1121257,1133913,1110812
Michigan,Dickinson,1182793,1210357,1209642,1182265
Michigan,Eaton,4737608,4769094,4755123,4628748
Michigan,Emmet,1562164,1574115,1593610,1494317
Michigan,Genesee,14417152,14816441,14924552,14117264
Michigan,Gladwin,415088,433576,454438,435133
Michigan,Gogebic,411982,423856,427706,415341
Michigan,Grand Traverse,4628704,4742180,4751080,4575204
Michigan,Gratiot,1205517,1264703,1225796,1275044
Michigan,Hillsdale,1427608,1449198,1404188,1363459
Michigan,Houghton,976832,1004338,1010979,991195
Michigan,Huron,1505658,1461145,1366647,1455458
Michigan,Ingham,14710443,15091399,15266950,14579594
Michigan,Ionia,1460774,1424339,1564551,1404402
Michigan,Iosco,698403,719112,761070,765219
Michigan,Iron,287323,292551,300251,290024
Michigan,Isabella,2139540,2199148,2130052,2020138
Michigan,Jackson,5425126,5791930,6035348,5871461
Michigan,Kalamazoo,12337056,12667073,12734704,12037302
Michigan,Kalkaska,499963,527636,518146,491461
Michigan,Kent,37485721,38699246,38783598,36927884
Michigan,Keweenaw,43755,43808,46691,45682
Michigan,Lake,199802,214573,207535,214031
Michigan,Lapeer,2031645,2094823,2074540,2012718
Michigan,Leelanau,684680,741635,740296,698025
Michigan,Lenawee,2710406,2879829,2694299,2649305
Michigan,Livingston,6496436,6654894,6505086,6303595
Michigan,Luce,150785,145945,141689,135234
Michigan,Mackinac,392947,389718,396321,364549
Michigan,Macomb,36064804,36708450,35914052,33850873
Michigan,Manistee,763634,789596,784103,774504
Michigan,Marquette,2645269,2632208,2664061,2520403
Michigan,Mason,959238,980528,943116,907758
Michigan,Mecosta,1161986,1146588,1145045,1104643
Michigan,Menominee,680921,689965,696962,639434
Michigan,Midland,4937903,5031139,4747069,4597719
Michigan,Missaukee,429981,417391,435867,401256
Michigan,Monroe,5452531,5356409,5448244,5204777
Michigan,Montcalm,1473296,1503044,1472629,1490399
Michigan,Montmorency,276929,289216,274997,263215
Michigan,Muskegon,5624380,5695324,5701513,5444043
Michigan,Newaygo,1275414,1310022,1309772,1231373
Michigan,Oakland,93976069,96474755,97010130,91328190
Michigan,Oceana,619697,646103,628565,593278
Michigan,Ogemaw,504163,535746,511013,510673
Michigan,Ontonagon,114212,114115,119361,122250
Michigan,Osceola,664319,668228,693583,680959
Michigan,Oscoda,183636,187804,197946,172906
Michigan,Otsego,931869,954250,934865,946528
Michigan,Ottawa,13161801,13496108,13249577,12961281
Michigan,Presque Isle,320658,309174,313852,313525
Michigan,Roscommon,503456,516095,519295,534913
Michigan,Saginaw,7363949,7590679,7732704,7294697
Michigan,St. Clair,4794437,4959313,4830186,4680402
Michigan,St. Joseph,1885086,1885119,1857701,1888421
Michigan,Sanilac,1219335,1244696,1138959,1124130
Michigan,Schoolcraft,264114,254761,259126,244711
Michigan,Shiawassee,1543878,1540860,1539042,1496778
Michigan,Tuscola,1132214,1158029,1141575,1199686
Michigan,Van Buren,2695429,2627919,2641262,2745551
Michigan,Washtenaw,21789899,22352248,22929578,22186983
Michigan,Wayne,87092716,88263167,88105701,82616072
Michigan,Wexford,1128327,1159503,1203376,1132007
Minnesota,Aitkin,429299,426133,444850,430962
Minnesota,Anoka,13699641,14295127,14449032,13772356
Minnesota,Becker,1304432,1348690,1327508,1280219
Minnesota,Beltrami,1530908,1614775,1637687,1612174
Minnesota,Benton,1758681,1708920,1673672,1645629
Minnesota,Big Stone,198699,186902,179291,205772
Minnesota,Blue Earth,3781324,3737691,3742998,3669556
Minnesota,Brown,1442875,1486887,1390355,1313506
Minnesota,Carlton,1187002,1180974,1183667,1182784
Minnesota,Carver,4968696,5128012,5135867,4980914
Minnesota,Cass,903865,932829,910489,885615
Minnesota,Chippewa,538659,524558,553040,552826
Minnesota,Chisago,1411764,1461401,1498517,1453646
Minnesota,Clay,1802355,1818881,1861304,1826127
Minnesota,Clearwater,277372,266174,262797,246713
Minnesota,Cook,233564,258198,236099,212954
Minnesota,Cottonwood,636265,649399,587435,648533
Minnesota,Crow Wing,2477604,2491908,2546761,2442378
Minnesota,Dakota,24580549,26089802,25781155,24623518
Minnesota,Dodge,683433,705708,733746,668993
Minnesota,Douglas,1804394,1797674,1821547,1789728
Minnesota,Faribault,430014,430610,452986,493288
Minnesota,Fillmore,657212,609875,580689,608221
Minnesota,Freeborn,1158569,1127476,1167304,1140707
Minnesota,Goodhue,2748052,2727938,2658926,2671976
Minnesota,Grant,254509,255969,263664,271149
Minnesota,Hennepin,122233789,126028039,127237733,121458435
Minnesota,Houston,536561,525507,523844,519685
Minnesota,Hubbard,591751,618962,716813,682769
Minnesota,Isanti,1018082,1039363,1064444,1005685
Minnesota,Itasca,1916590,2016296,1966460,1823442
Minnesota,Jackson,637640,647436,670699,644038
Minnesota,Kanabec,365572,375002,389684,377047
Minnesota,Kandiyohi,2194903,2198458,2148818,2105998
Minnesota,Kittson,193524,192885,182553,219791
Minnesota,Koochiching,491067,509256,496098,474033
Minnesota,Lac qui Parle,237922,227218,239398,265701
Minnesota,Lake,552100,589576,590652,498989
Minnesota,Lake of the Woods,177288,184057,183391,183805
Minnesota,Le Sueur,942359,949794,917293,910006
Minnesota,Lincoln,289743,287557,348891,359613
Minnesota,Lyon,1486908,1486864,1498516,1376454
Minnesota,McLeod,1694525,1735395,1710922,1634606
Minnesota,Mahnomen,150121,153906,157697,145455
Minnesota,Marshall,314662,323071,358568,383671
Minnesota,Martin,1038359,1073506,1093326,972250
Minnesota,Meeker,789462,852898,921919,885524
Minnesota,Mille Lacs,750384,767462,783528,729852
Minnesota,Morrison,1209463,1208548,1116878,1102145
Minnesota,Mower,1729623,1654673,1681589,1706376
Minnesota,Murray,503460,534136,597978,565693
Minnesota,Nicollet,1451088,1538443,1485064,1448280
Minnesota,Nobles,1248791,1277755,1238412,1217177
Minnesota,Norman,185326,195621,225905,225646
Minnesota,Olmsted,10290323,10825771,10960572,10604454
Minnesota,Otter Tail,2221273,2206797,2131442,2152495
Minnesota,Pennington,1326050,1639604,1680957,1626456
Minnesota,Pine,631979,654895,672421,664796
Minnesota,Pipestone,714960,735814,742531,670328
Minnesota,Polk,1143669,1181441,1253287,1331387
Minnesota,Pope,504387,516192,513791,522227
Minnesota,Ramsey,38285009,38905840,38927888,36804698
Minnesota,Red Lake,158004,171214,151867,142880
Minnesota,Redwood,767510,866556,857109,848870
Minnesota,Renville,712505,773183,722010,761893
Minnesota,Rice,2525357,2582377,2553736,2497511
Minnesota,Rock,782301,790972,732101,656535
Minnesota,Roseau,1345376,1141878,1086327,966600
Minnesota,St. Louis,9072160,9654833,9794058,8940223
Minnesota,Scott,6152971,6585997,6489380,6307681
Minnesota,Sherburne,3221932,3196194,3159842,2994983
Minnesota,Sibley,436987,423045,422100,433878
Minnesota,Stearns,8013549,8139481,8157758,7898838
Minnesota,Steele,2124590,2118762,2174736,2094033
Minnesota,Stevens,623633,623857,600482,603904
Minnesota,Swift,524906,514667,446966,449447
Minnesota,Todd,795178,817283,836085,818847
Minnesota,Traverse,200539,201067,183309,237751
Minnesota,Wabasha,726720,707140,698721,730897
Minnesota,Wadena,471316,500275,493901,482254
Minnesota,Waseca,796481,751426,717795,748722
Minnesota,Washington,10551638,10956583,11259843,11085964
Minnesota,Watonwan,435379,444356,459128,440690
Minnesota,Wilkin,261889,258078,280480,258586
Minnesota,Winona,2237088,2250185,2217318,2175504
Minnesota,Wright,4220682,4383031,4496034,4529492
Minnesota,Yellow Medicine,485844,484336,493517,504674
Mississippi,Adams,879420,882878,872741,826117
Mississippi,Alcorn,1077617,1122370,1118894,1085560
Mississippi,Amite,227597,233196,223659,206004
Mississippi,Attala,452894,430462,413264,429819
Mississippi,Benton,305593,304521,230686,275925
Mississippi,Bolivar,982705,960041,864424,859725
Mississippi,Calhoun,244013,248504,249310,264381
Mississippi,Carroll,102961,107033,98710,97794
Mississippi,Chickasaw,494364,470444,486362,497108
Mississippi,Choctaw,672172,711873,659484,659804
Mississippi,Claiborne,583009,551765,689276,541117
Mississippi,Clarke,281217,288631,274560,261408
Mississippi,Clay,507514,489906,498752,492069
Mississippi,Coahoma,664869,640344,639791,613388
Mississippi,Copiah,655416,620966,621957,587833
Mississippi,Covington,596809,606423,555124,514185
Mississippi,DeSoto,5212889,5265972,5378488,5488463
Mississippi,Forrest,3296816,3262848,3209875,3156448
Mississippi,Franklin,164816,167155,169724,169779
Mississippi,George,404051,413730,425689,433331
Mississippi,Greene,146137,148094,139412,137190
Mississippi,Grenada,799540,833876,826510,806897
Mississippi,Hancock,1304929,1322027,1385884,1454494
Mississippi,Harrison,7753625,7686685,7826548,7622649
Mississippi,Hinds,11065775,10911248,10892247,10547009
Mississippi,Holmes,254518,257056,243961,240741
Mississippi,Humphreys,160065,155958,168325,172759
Mississippi,Issaquena,12955,12097,19842,25542
Mississippi,Itawamba,524613,524024,513058,537994
Mississippi,Jackson,7333599,6862087,7145046,6985122
Mississippi,Jasper,580569,589641,558723,539157
Mississippi,Jefferson,120164,115158,109849,112066
Mississippi,Jefferson Davis,192795,186669,171890,161159
Mississippi,Jones,2515193,2486522,2413199,2247208
Mississippi,Kemper,382797,333346,322295,294110
Mississippi,Lafayette,1844556,1908589,1911482,1854316
Mississippi,Lamar,1538241,1520793,1554407,1541426
Mississippi,Lauderdale,2858407,2902064,3001657,2971235
Mississippi,Lawrence,336270,345335,314077,307161
Mississippi,Leake,552490,578214,568700,492108
Mississippi,Lee,4432506,4396040,4500737,4402941
Mississippi,Leflore,1064225,1037817,1060040,1053322
Mississippi,Lincoln,1078381,1075924,1048638,1029781
Mississippi,Lowndes,2598688,2576577,2689273,2728379
Mississippi,Madison,5654798,5697028,5683451,5576138
Mississippi,Marion,764743,825630,800451,798297
Mississippi,Marshall,566120,593625,624585,686530
Mississippi,Monroe,926897,916085,846732,835438
Mississippi,Montgomery,181926,171462,168390,170747
Mississippi,Neshoba,966773,963165,961264,873333
Mississippi,Newton,476452,486404,470112,442452
Mississippi,Noxubee,222070,204365,215682,208555
Mississippi,Oktibbeha,1556178,1572936,1572994,1580015
Mississippi,Panola,1012474,991323,1010158,978036
Mississippi,Pearl River,915614,945657,1002782,995798
Mississippi,Perry,275095,278894,267093,267404
Mississippi,Pike,1066604,1020841,1015496,998633
Mississippi,Pontotoc,803647,871924,880658,860340
Mississippi,Prentiss,529094,533260,531098,529858
Mississippi,Quitman,86709,91506,87374,90068
Mississippi,Rankin,6059074,5995994,6017152,5986619
Mississippi,Scott,1104120,1081331,1071336,1011626
Mississippi,Sharkey,89950,84989,87206,97013
Mississippi,Simpson,605647,611703,582672,543015
Mississippi,Smith,429089,436375,375623,324640
Mississippi,Stone,309264,315549,329580,336451
Mississippi,Sunflower,613738,605308,563419,584803
Mississippi,Tallahatchie,258536,246676,252415,243888
Mississippi,Tate,458869,456872,456178,454864
Mississippi,Tippah,542263,584586,577956,584437
Mississippi,Tishomingo,438544,476027,512912,540334
Mississippi,Tunica,536527,484382,471684,423671
Mississippi,Union,972674,984081,1020219,983203
Mississippi,Walthall,257371,266738,246986,231459
Mississippi,Warren,1981184,2034911,2060226,2031590
Mississippi,Washington,1338020,1306322,1255291,1286769
Mississippi,Wayne,661397,679315,634675,559792
Mississippi,Webster,164881,165720,174220,179796
Mississippi,Wilkinson,138354,134909,134190,131333
Mississippi,Winston,490601,495494,483850,453211
Mississippi,Yalobusha,250378,254874,292500,298339
Mississippi,Yazoo,704255,717669,695586,690442
Missouri,Adair,724917,738526,737525,734841
Missouri,Andrew,275628,261399,310653,302069
Missouri,Atchison,258267,279877,302486,309676
Missouri,Audrain,1007980,890191,846959,868166
Missouri,Barry,1468103,1614354,1500459,1416424
Missouri,Barton,341883,319162,307003,347353
Missouri,Bates,416381,393044,424729,440755
Missouri,Benton,355977,389750,372269,356086
Missouri,Bollinger,191319,188738,181707,180541
Missouri,Boone,8333732,8419479,8779082,8771757
Missouri,Buchanan,4640808,4561897,4615246,4505430
Missouri,Butler,1341624,1324515,1291293,1336172
Missouri,Caldwell,192909,221022,195641,201609
Missouri,Callaway,1626798,1696514,1677115,1674580
Missouri,Camden,1366982,1416920,1411312,1368158
Missouri,Cape Girardeau,3676891,3738910,3692214,3621817
Missouri,Carroll,341040,289735,343686,317468
Missouri,Carter,107988,107887,110034,108372
Missouri,Cass,2380206,2428381,2483369,2482296
Missouri,Cedar,229240,240037,247450,264496
Missouri,Chariton,282766,271279,276708,278482
Missouri,Christian,1508188,1544766,1621747,1594768
Missouri,Clark,139005,123750,134550,148850
Missouri,Clay,10960900,11056004,11428296,11235550
Missouri,Clinton,358382,377134,356628,376460
Missouri,Cole,4520080,4521304,4857848,4877360
Missouri,Cooper,419774,421943,406235,411490
Missouri,Crawford,607365,633691,613080,584515
Missouri,Dade,166796,169148,171732,184503
Missouri,Dallas,240550,241573,238940,232589
Missouri,Daviess,148244,151273,171701,186130
Missouri,DeKalb,300463,291477,297239,309278
Missouri,Dent,306342,328043,346832,334360
Missouri,Douglas,200364,207343,198365,190379
Missouri,Dunklin,605732,637905,686935,632647
Missouri,Franklin,4223418,4128703,4231890,4268971
Missouri,Gasconade,432135,443256,432845,423064
Missouri,Gentry,211266,197494,225703,221352
Missouri,Greene,14543798,14835232,15402263,14988265
Missouri,Grundy,357904,345786,328426,314056
Missouri,Harrison,219985,220565,229958,244199
Missouri,Henry,654623,652055,645737,657323
Missouri,Hickory,127541,138356,135172,133836
Missouri,Holt,212334,156526,231480,216023
Missouri,Howard,206246,197182,209628,208493
Missouri,Howell,1080644,1125384,1148568,1122989
Missouri,Iron,399951,422881,426690,424075
Missouri,Jackson,41302082,42209777,43134462,41704032
Missouri,Jasper,5106617,5110877,5038849,4814364
Missouri,Jefferson,4741846,4788709,4766570,4724734
Missouri,Johnson,1684647,1689836,1664977,1717673
Missouri,Knox,111833,102100,123389,129157
Missouri,Laclede,1055718,1092751,1128475,1093856
Missouri,Lafayette,788894,776955,751965,770479
Missouri,Lawrence,834425,920407,825513,801319
Missouri,Lewis,201468,226435,216083,237022
Missouri,Lincoln,1122984,1114770,1164851,1184720
Missouri,Linn,383006,393195,380959,394431
Missouri,Livingston,527669,527964,534086,524711
Missouri,McDonald,692427,732574,692997,675947
Missouri,Macon,558304,545732,516095,494438
Missouri,Madison,257051,264367,270617,262763
Missouri,Maries,159463,172784,164529,160978
Missouri,Marion,1035809,1087236,1080989,1093962
Missouri,Mercer,100910,100277,104194,103815
Missouri,Miller,630050,633375,629216,619737
Missouri,Mississippi,355235,294263,328206,342629
Missouri,Moniteau,360309,386400,400525,425491
Missouri,Monroe,209071,174664,177180,193307
Missouri,Montgomery,300243,321409,338713,356687
Missouri,Morgan,463249,523519,482472,474887
Missouri,New Madrid,959769,922015,976781,939359
Missouri,Newton,1859040,1985141,1925849,1896988
Missouri,Nodaway,644942,631987,646988,700932
Missouri,Oregon,187142,195374,193629,199522
Missouri,Osage,392729,389626,388952,396809
Missouri,Ozark,126431,126469,121953,117568
Missouri,Pemiscot,417179,380602,394824,384543
Missouri,Perry,1001745,1034189,1045299,1006137
Missouri,Pettis,1577670,1535466,1580227,1546870
Missouri,Phelps,1407596,1469069,1427548,1408644
Missouri,Pike,494372,494011,467064,489732
Missouri,Platte,6393925,6340283,6469564,5892862
Missouri,Polk,709482,763395,732208,705966
Missouri,Pulaski,2012611,1982872,2067648,2112290
Missouri,Putnam,115221,118795,121369,125718
Missouri,Ralls,383949,394596,520737,583902
Missouri,Randolph,1135610,1091462,1110972,1078267
Missouri,Ray,498170,498775,470928,452591
Missouri,Reynolds,229657,240799,241333,224750
Missouri,Ripley,204272,207493,197631,196319
Missouri,St. Charles,15445076,15628464,15975675,15534121
Missouri,St. Clair,130838,138271,141651,152563
Missouri,Ste. Genevieve,545676,584384,592628,597838
Missouri,St. Francois,1549198,1610677,1584545,1537853
Missouri,St. Louis,71613910,72384575,73216063,70227464
Missouri,Saline,888267,813981,838856,859986
Missouri,Schuyler,94628,97568,88469,85126
Missouri,Scotland,138687,118488,135088,150546
Missouri,Scott,1499185,1462043,1480889,1489290
Missouri,Shannon,135084,134958,131193,126139
Missouri,Shelby,150606,155600,145616,178179
Missouri,Stoddard,925716,860760,960267,958456
Missouri,Stone,642252,680822,674453,623184
Missouri,Sullivan,317855,363101,469339,505987
Missouri,Taney,2183435,2259558,2298222,1978616
Missouri,Texas,491373,500721,498294,506163
Missouri,Vernon,839488,792552,783290,784509
Missouri,Warren,740939,783273,809374,805853
Missouri,Washington,347716,363481,353496,366771
Missouri,Wayne,211593,202955,203305,199210
Missouri,Webster,635383,669798,698481,700185
Missouri,Worth,52578,54033,59718,55828
Missouri,Wright,314783,308240,300443,300140
Missouri,St. Louis City,25729235,26550978,26972663,25661422
Montana,Beaverhead,381447,392264,414564,398758
Montana,Big Horn,895019,941609,836632,805983
Montana,Blaine,173457,192792,179601,185714
Montana,Broadwater,165052,174558,179006,167797
Montana,Carbon,358073,360897,356067,346358
Montana,Carter,72793,58423,47247,63600
Montana,Cascade,3426131,3441509,3360305,3260734
Montana,Chouteau,202635,264516,265710,261728
Montana,Custer,446815,429086,429174,422601
Montana,Daniels,96392,90270,92786,117122
Montana,Dawson,411371,417585,388339,407073
Montana,Deer Lodge,240894,236964,244118,237288
Montana,Fallon,243964,223722,219722,239054
Montana,Fergus,496256,466263,460431,444668
Montana,Flathead,3736192,3771053,3803189,3693810
Montana,Gallatin,5107102,5378344,5681075,5660927
Montana,Garfield,39588,43619,36695,51818
Montana,Glacier,361317,447184,454195,435361
Montana,Golden Valley,24903,24843,26100,29653
Montana,Granite,90317,90473,95758,89273
Montana,Hill,664385,730170,707555,676889
Montana,Jefferson,256930,253931,254886,241102
Montana,Judith Basin,109927,117382,109019,109701
Montana,Lake,744973,729540,743490,766670
Montana,Lewis and Clark,3065790,3050981,3181806,3136376
Montana,Liberty,98217,205215,238216,217082
Montana,Lincoln,517624,525855,513071,526520
Montana,McCone,94891,98853,91490,108563
Montana,Madison,379971,419474,452720,454175
Montana,Meagher,63528,58790,63779,63091
Montana,Mineral,100332,93519,90725,88862
Montana,Missoula,4892884,4935345,5058473,4953783
Montana,Musselshell,272675,283869,280330,283108
Montana,Park,528725,533012,553023,532202
Montana,Petroleum,13277,16552,17467,18835
Montana,Phillips,126039,132121,124813,144484
Montana,Pondera,179412,224214,254349,225828
Montana,Powder River,129748,117108,128802,205811
Montana,Powell,203302,205084,204717,200193
Montana,Prairie,61073,53038,42010,50478
Montana,Ravalli,994219,986334,1028184,1041465
Montana,Richland,1012666,946643,971753,957872
Montana,Roosevelt,466365,454497,430092,436818
Montana,Rosebud,864627,783685,822307,696614
Montana,Sanders,325038,308768,312130,328388
Montana,Sheridan,164337,161930,161902,190770
Montana,Silver Bow,1353448,1348660,1373204,1332876
Montana,Stillwater,560362,567779,630901,712788
Montana,Sweet Grass,216583,204734,234806,253572
Montana,Teton,222851,254110,253241,245594
Montana,Toole,275834,331345,347247,346620
Montana,Treasure,100232,107458,92761,79884
Montana,Valley,314307,283776,282412,306609
Montana,Wheatland,74839,84714,90823,93119
Montana,Wibaux,51222,43189,46523,53782
Montana,Yellowstone,9234037,9329253,8821423,8602799
Nebraska,Adams,1749228,1763435,1760031,1671707
Nebraska,Antelope,425191,436427,517205,599035
Nebraska,Arthur,24367,20098,21336,23312
Nebraska,Banner,51677,48660,47381,50727
Nebraska,Blaine,42801,39285,36270,38198
Nebraska,Boone,361265,398862,421853,438395
Nebraska,Box Butte,592417,591486,571373,549888
Nebraska,Boyd,125432,134063,126020,114268
Nebraska,Brown,245363,248068,243081,228813
Nebraska,Buffalo,2551394,2707541,2792335,2709429
Nebraska,Burt,287655,314809,317430,304317
Nebraska,Butler,254044,285276,290005,311060
Nebraska,Cass,672847,696064,743350,746995
Nebraska,Cedar,367905,406746,374790,412170
Nebraska,Chase,314475,288687,321241,335528
Nebraska,Cherry,352721,308375,297528,324358
Nebraska,Cheyenne,700951,582248,509923,489870
Nebraska,Clay,289256,295514,311115,330564
Nebraska,Colfax,617998,663659,665034,687673
Nebraska,Cuming,1010269,1057595,949094,871128
Nebraska,Custer,756244,737189,706323,751755
Nebraska,Dakota,1295039,1345133,1411263,1403012
Nebraska,Dawes,273405,260737,263643,275516
Nebraska,Dawson,1441706,1479823,1476349,1438074
Nebraska,Deuel,62499,92204,76347,76203
Nebraska,Dixon,170636,192903,266808,299942
Nebraska,Dodge,1817951,1910484,1932783,1941614
Nebraska,Douglas,43061322,43577131,44338074,43913519
Nebraska,Dundy,190664,192686,190969,198464
Nebraska,Fillmore,347998,348448,349192,355703
Nebraska,Franklin,74453,73973,74903,97611
Nebraska,Frontier,97006,85919,85717,101066
Nebraska,Furnas,248724,241779,221628,251293
Nebraska,Gage,799883,858744,889545,864946
Nebraska,Garden,78726,80944,76454,77823
Nebraska,Garfield,80409,76317,83745,92527
Nebraska,Gosper,91532,95531,89733,102522
Nebraska,Grant,39098,37413,31606,33445
Nebraska,Greeley,90664,83796,100445,116431
Nebraska,Hall,3180530,3197885,3212198,3140429
Nebraska,Hamilton,603932,622743,633458,652162
Nebraska,Harlan,206269,234220,212834,201534
Nebraska,Hayes,83050,102133,100373,114101
Nebraska,Hitchcock,147509,131333,130202,139120
Nebraska,Holt,652799,630396,635362,671224
Nebraska,Hooker,34105,40576,33798,34929
Nebraska,Howard,224481,219519,234212,239558
Nebraska,Jefferson,414647,402269,398966,401619
Nebraska,Johnson,162651,167467,165609,164664
Nebraska,Kearney,351507,338180,338207,336869
Nebraska,Keith,374539,380743,377237,374827
Nebraska,Keya Paha,38870,38584,36479,49824
Nebraska,Kimball,149733,161411,151373,168279
Nebraska,Knox,431671,420589,445193,490641
Nebraska,Lancaster,16814940,17178901,17483605,17281019
Nebraska,Lincoln,2304709,2381199,2231277,2118492
Nebraska,Logan,32616,39515,33083,38940
Nebraska,Loup,51654,50609,45368,42775
Nebraska,McPherson,33929,26716,26537,33570
Nebraska,Madison,2149978,2233467,2280178,2251105
Nebraska,Merrick,402882,374878,382422,348507
Nebraska,Morrill,631285,617449,483373,437272
Nebraska,Nance,136241,129577,111974,122353
Nebraska,Nemaha,685390,624864,659361,636064
Nebraska,Nuckolls,246276,237143,240529,229986
Nebraska,Otoe,1194877,1265627,1149045,1165190
Nebraska,Pawnee,99792,110733,101978,112392
Nebraska,Perkins,254573,252657,296171,291140
Nebraska,Phelps,866662,862595,832277,832041
Nebraska,Pierce,321706,336431,335916,338350
Nebraska,Platte,2274561,2362390,2401176,2417787
Nebraska,Polk,331089,316161,283483,262539
Nebraska,Red Willow,472359,475801,492055,502679
Nebraska,Richardson,318502,347356,336173,325225
Nebraska,Rock,97101,99052,94664,106337
Nebraska,Saline,758629,914136,959787,1011334
Nebraska,Sarpy,7358618,7716168,7951490,7908723
Nebraska,Saunders,662669,710374,712096,720890
Nebraska,Scotts Bluff,1626563,1630807,1598698,1545478
Nebraska,Seward,710219,760097,703393,680085
Nebraska,Sheridan,250609,247699,293705,326518
Nebraska,Sherman,105172,97461,106628,118055
Nebraska,Sioux,114652,113897,91998,87974
Nebraska,Stanton,263740,260277,330215,397532
Nebraska,Thayer,352622,360093,356595,350143
Nebraska,Thomas,39532,40399,38106,39377
